cid,user_id,device,session_count,media,date_time,page
1003071307.1542359300,10448,desktop,5,organic,2017-07-23 18:30:05,/prod/prod_id_2/?sys=abc123
1003071307.1542359300,10448,desktop,5,organic,2017-07-23 18:56:21,/
1003071307.1542359300,10448,desktop,5,organic,2017-07-23 18:56:44,/prod/prod_id_2/
1003071307.1542359300,10448,desktop,5,organic,2017-07-23 18:56:55,/prod/prod_id_2/
1003071307.1542359300,10448,desktop,5,organic,2017-07-23 18:56:58,/prod/prod_id_5/?sys=abc123
1003071307.1542359300,10448,desktop,5,organic,2017-07-23 18:57:04,/prod/prod_id_14/
1003071307.1542359300,10448,desktop,5,organic,2017-07-23 18:57:24,/cart/
1003071307.1542359300,10448,desktop,5,organic,2017-07-23 18:57:54,/thank_you/
1003071307.1542359300,10448,desktop,6,organic,2017-07-26 11:57:35,/prod/prod_id_5/
1003071307.1542359300,10448,desktop,7,organic,2017-07-27 11:14:50,/prod/prod_id_2/
1003071307.1542359300,10448,desktop,7,organic,2017-07-27 11:15:06,/special/diet/
1003071307.1542359300,10448,desktop,8,social,2017-07-27 11:20:28,/prod/prod_id_13/
1003071308.1542359300,,desktop,1,social,2017-08-01 16:35:22,/special/diet/
1003071309.1542359300,,desktop,1,organic,2017-11-21 17:06:58,/special/diet/
1003161316.1498570700,10488,desktop,1,organic,2017-09-27 15:52:00,/
1003161316.1498570700,10488,desktop,1,organic,2017-09-27 15:54:03,/prod/prod_id_2/
1003161316.1498570700,10488,desktop,1,organic,2017-09-27 15:55:07,/prod/prod_id_3/
1003161316.1498570700,10488,desktop,1,organic,2017-09-27 15:56:07,/cart/
1003161316.1498570700,10488,desktop,2,organic,2017-11-10 16:36:26,/prod/prod_id_12/
1003161316.1498570700,10488,desktop,3,organic,2017-11-13 18:58:14,/
1003161316.1498570700,10488,desktop,3,organic,2017-11-13 18:59:14,/prod/prod_id_2/
1003161316.1498570700,10488,desktop,4,organic,2018-02-01 13:28:13,/prod/prod_id_8/
1003161316.1498570700,10488,desktop,5,organic,2018-10-17 13:04:25,/prod/prod_id_12/?sys=abc123
1003161316.1498570700,10488,desktop,5,organic,2018-10-17 13:04:33,/prod/prod_id_4/
1003161316.1498570700,10488,desktop,6,organic,2018-10-19 13:39:20,/prod/prod_id_12/
1003161316.1498570700,10488,desktop,6,organic,2018-10-19 13:39:58,/prod/prod_id_4/
1003161316.1498570700,10488,desktop,7,social,2019-01-07 10:27:17,/prod/prod_id_13/?sys=abc123
1003271307.1542359300,,desktop,1,social,2017-08-14 19:08:58,/special/diet/
1003329332.1539592700,10491,desktop,1,organic,2019-03-05 03:37:28,/prod/prod_id_9/
1003329332.1539592700,10491,desktop,1,organic,2019-03-05 03:38:28,/prod/prod_id_7/
1003329332.1539592700,10491,desktop,1,organic,2019-03-05 03:39:25,/prod/prod_id_13/?sys=abc123
1003329332.1539592700,10491,desktop,2,organic,2019-06-08 00:32:27,/prod/prod_id_1/
1003329332.1539592700,10491,desktop,2,organic,2019-06-08 00:33:27,/prod/prod_id_11/?sys=abc123
1003329332.1539592700,10491,desktop,2,organic,2019-06-08 00:35:27,/prod/prod_id_3/
1003371307.1542359300,,desktop,1,organic,2017-08-31 23:53:39,/special/diet/
1003371307.1542359300,,desktop,1,organic,2017-08-31 23:53:43,/prod/prod_id_5/
1003991307.1542359300,,desktop,1,organic,2017-12-13 19:10:49,/special/diet/
1003991307.1542359300,,desktop,1,organic,2017-12-13 19:10:52,/prod/prod_id_5/
1004071307.1542359300,,desktop,2,social,2017-08-31 14:18:39,/special/diet/
1005991599.1507814200,,desktop,4,organic,2018-01-05 18:00:50,/
1005991599.1507814200,,desktop,4,organic,2018-01-05 18:01:50,/prod/prod_id_1/
1005991599.1507814200,,desktop,4,organic,2018-01-05 18:03:50,/prod/prod_id_11/?sys=abc123
1005991599.1507814200,,desktop,4,organic,2018-01-05 18:10:50,/
1005991599.1507814200,10504,desktop,5,organic,2018-01-09 17:27:25,/
1005991599.1507814200,10504,desktop,5,organic,2018-01-09 17:27:28,/prod/prod_id_15/
1005991599.1507814200,10504,desktop,5,organic,2018-01-09 17:27:33,/prod/prod_id_11/
1005991599.1507814200,10504,desktop,5,organic,2018-01-09 17:28:16,/prod/prod_id_2/
1005991599.1507814200,10504,desktop,5,organic,2018-01-09 17:28:18,/prod/prod_id_15/
1005991599.1507814200,10504,desktop,5,organic,2018-01-09 17:28:58,/cart/
1005991599.1507814200,10504,desktop,6,organic,2018-01-15 00:52:20,/
1005991599.1507814200,10504,desktop,7,organic,2018-01-17 14:49:59,/prod/prod_id_1/
1005991599.1507814200,10504,desktop,7,organic,2018-01-17 14:50:43,/prod/prod_id_2/
1005991599.1507814200,10504,desktop,7,organic,2018-01-17 14:50:45,/prod/prod_id_15/
1005991599.1507814200,10504,desktop,7,organic,2018-01-17 15:00:41,/prod/prod_id_1/?sys=abc123
1005991599.1507814200,10504,desktop,8,organic,2018-02-02 18:38:32,/
1005991599.1507814200,10504,desktop,9,organic,2018-02-17 19:14:09,/
1005991599.1507814200,10504,desktop,10,organic,2018-02-19 10:05:18,/
1005991599.1507814200,10504,desktop,11,organic,2018-02-20 13:01:28,/
1005991599.1507814200,10504,desktop,11,organic,2018-02-20 13:01:34,/prod/prod_id_1/
1005991599.1507814200,10504,desktop,12,organic,2018-02-26 17:13:33,/prod/prod_id_1/
1005991599.1507814200,10504,desktop,13,cpc,2018-03-05 01:31:11,/
1005991599.1507814200,10504,desktop,13,cpc,2018-03-05 01:31:23,/prod/prod_id_2/
1005991599.1507814200,10504,desktop,13,cpc,2018-03-05 01:31:45,/prod/prod_id_7/?sys=abc123
1005991599.1507814200,10504,desktop,13,cpc,2018-03-05 01:32:14,/prod/prod_id_2/
1005991599.1507814200,10504,desktop,14,organic,2018-03-14 20:33:55,/
1005991599.1507814200,10504,desktop,14,organic,2018-03-14 20:35:21,/prod/prod_id_3/
1005991599.1507814200,10504,desktop,14,organic,2018-03-14 20:36:18,/prod/prod_id_1/?sys=abc123
1005991599.1507814200,10504,desktop,14,organic,2018-03-14 20:37:05,/prod/prod_id_2/
1005991599.1507814200,10504,desktop,14,organic,2018-03-14 20:47:50,/prod/prod_id_1/
1005991599.1507814200,10504,desktop,14,organic,2018-03-14 20:48:45,/prod/prod_id_3/?sys=abc123
1005991599.1507814200,10504,desktop,14,organic,2018-03-14 20:49:33,/prod/prod_id_6/
1005991599.1507814200,10504,desktop,14,organic,2018-03-14 20:55:30,/
1005991599.1507814200,10504,desktop,14,organic,2018-03-14 20:56:51,/prod/prod_id_1/
1005991599.1507814200,10504,desktop,14,organic,2018-03-14 20:59:55,/
1006071307.1542359300,,desktop,1,organic,2017-12-12 22:45:58,/special/diet/
1006071307.1542359300,,desktop,1,organic,2017-12-12 22:46:00,/prod/prod_id_5/
1006657665.1537652200,10510,desktop,1,organic,2017-07-14 13:54:40,/
1006657665.1537652200,10510,desktop,1,organic,2017-07-14 13:55:31,/special/diet/
1006657665.1537652200,10510,desktop,2,organic,2018-10-22 16:39:39,/special/diet/
1006657665.1537652200,10510,desktop,2,organic,2018-10-22 16:41:40,/
1006657665.1537652200,10510,desktop,2,organic,2018-10-22 16:41:45,/special/diet/
1006657665.1537652200,10510,desktop,3,organic,2018-10-22 19:43:23,/prod/prod_id_1/
1006657665.1537652200,10510,desktop,3,organic,2018-10-22 19:43:35,/prod/prod_id_2/
1006657665.1537652200,10510,desktop,3,organic,2018-10-22 19:43:41,/prod/prod_id_1/
1006657665.1537652200,10510,desktop,3,organic,2018-10-22 19:43:42,/special/diet/
1008235823.1545703200,10617,mobile,11,organic,2017-01-10 11:13:48,/
1008235823.1545703200,10617,mobile,11,organic,2017-01-10 11:13:57,/special/diet/
1008235823.1545703200,10617,mobile,11,organic,2017-01-10 11:14:27,/prod/prod_id_11/
1008235823.1545703200,10617,mobile,11,organic,2017-01-10 11:14:35,/prod/prod_id_11/?sys=abc123
1008235823.1545703200,10617,mobile,11,organic,2017-01-10 11:14:42,/prod/prod_id_6/
1008235823.1545703200,10617,mobile,11,organic,2017-01-10 11:14:48,/prod/prod_id_10/?sys=abc123
1008235823.1545703200,10617,mobile,11,organic,2017-01-10 11:15:07,/prod/prod_id_11/
1008235823.1545703200,10617,mobile,11,organic,2017-01-10 11:16:07,/cart/
1008235823.1545703200,10617,mobile,11,organic,2017-01-10 11:17:27,/thank_you/
1008235823.1545703200,10617,mobile,12,organic,2017-01-19 10:40:01,/
1008235823.1545703200,10617,mobile,13,organic,2017-02-22 22:13:23,/
1008235823.1545703200,10617,mobile,13,organic,2017-02-22 22:13:37,/special/diet/
1008235823.1545703200,10617,mobile,13,organic,2017-02-22 22:14:20,/prod/prod_id_6/
1008235823.1545703200,10617,mobile,13,organic,2017-02-22 22:14:24,/prod/prod_id_11/
1008235823.1545703200,10617,mobile,13,organic,2017-02-22 22:14:34,/prod/prod_id_14/
1008235823.1545703200,10617,mobile,14,organic,2017-02-23 12:50:34,/prod/prod_id_14/
1008235823.1545703200,10617,mobile,15,organic,2017-05-18 12:40:45,/
1008235823.1545703200,10617,mobile,15,organic,2017-05-18 12:40:53,/special/stress/
1008235823.1545703200,10617,mobile,15,organic,2017-05-18 12:41:02,/prod/prod_id_12/
1008235823.1545703200,10617,mobile,16,organic,2017-06-13 08:40:57,/prod/prod_id_6/
1008235823.1545703200,10617,mobile,17,organic,2017-09-11 10:51:50,/
1008235823.1545703200,10617,mobile,17,organic,2017-09-11 10:51:56,/special/diet/
1008235823.1545703200,10617,mobile,18,organic,2017-09-21 15:40:34,/
1008235823.1545703200,10617,mobile,18,organic,2017-09-21 15:40:41,/prod/prod_id_6/
1008235823.1545703200,10617,mobile,19,organic,2017-11-01 15:02:33,/
1008235823.1545703200,10617,mobile,20,organic,2017-11-29 16:20:39,/
1008235823.1545703200,10617,mobile,20,organic,2017-11-29 16:21:02,/prod/prod_id_14/
1008235823.1545703200,10617,mobile,20,organic,2017-11-29 16:21:05,/prod/prod_id_14/
1008235823.1545703200,10617,mobile,20,organic,2017-11-29 16:21:10,/prod/prod_id_14/
1008235823.1545703200,10617,mobile,20,organic,2017-11-29 16:21:19,/prod/prod_id_12/
1008711871.1435669400,10627,desktop,1,organic,2018-11-20 12:21:50,/prod/prod_id_7/
1008711871.1435669400,10627,desktop,1,organic,2018-11-20 12:24:11,/prod/prod_id_9/
1008711871.1435669400,10627,desktop,2,organic,2018-12-19 15:48:40,/prod/prod_id_5/
1008711871.1435669400,10627,desktop,3,organic,2018-12-19 16:49:24,/prod/prod_id_14/
1008909890.1504379900,10697,mobile,1,organic,2017-11-08 00:16:30,/
1008909890.1504379900,10697,mobile,1,organic,2017-11-08 00:17:21,/special/diet/
1008909890.1504379900,10697,mobile,1,organic,2017-11-08 00:17:24,/prod/prod_id_5/?sys=abc123
1008909890.1504379900,10697,mobile,1,organic,2017-11-08 00:17:29,/prod/prod_id_14/
1008909890.1504379900,10697,mobile,1,organic,2017-11-08 00:17:43,/special/diet/
1008909890.1504379900,10697,mobile,1,organic,2017-11-08 00:18:01,/prod/prod_id_2/
1008909890.1504379900,10697,mobile,1,organic,2017-11-08 00:19:31,/cart/
1008909890.1504379900,10697,mobile,1,organic,2017-11-08 00:19:51,/thank_you/
1008909890.1504379900,10697,mobile,2,organic,2019-05-07 09:47:52,/
1008909890.1504379900,10697,mobile,2,organic,2019-05-07 09:48:02,/prod/prod_id_2/
1008909890.1504379900,10697,mobile,2,organic,2019-05-07 09:48:20,/special/diet/
1008909890.1504379900,10697,mobile,2,organic,2019-05-07 09:48:23,/special/diet/
1008909890.1504379900,10697,mobile,2,organic,2019-05-07 09:48:27,/special/diet/
1008909890.1504379900,10697,mobile,2,organic,2019-05-07 09:48:41,/prod/prod_id_2/
1008909890.1504379900,10697,mobile,3,organic,2019-06-03 08:27:01,/prod/prod_id_11/
1009001900.1512616700,10736,desktop,1,(none),2019-12-16 10:53:07,/
1009001900.1512616700,10736,desktop,1,(none),2019-12-16 10:53:16,/prod/prod_id_2/
1009001900.1512616700,10736,desktop,1,(none),2019-12-16 10:53:25,/special/diet/
1009001900.1512616700,10736,desktop,1,(none),2019-12-16 10:56:04,/
1009001900.1512616700,10736,desktop,1,(none),2019-12-16 10:57:10,/special/diet/
1009001900.1512616700,10736,desktop,1,(none),2019-12-16 11:02:31,/
1009001900.1512616700,10736,desktop,1,(none),2019-12-16 11:02:36,/
1009001900.1512616700,10736,desktop,2,social,2019-12-17 23:00:44,/
1009001900.1512616700,10736,desktop,2,social,2019-12-17 23:06:14,/prod/prod_id_2/
1009001900.1512616700,10736,desktop,2,social,2019-12-17 23:06:21,/special/diet/
1009457945.1473988200,10814,desktop,1,organic,2018-11-21 15:41:10,/
1009457945.1473988200,10814,desktop,1,organic,2018-11-21 15:41:17,/prod/prod_id_1/
1009457945.1473988200,10814,desktop,1,organic,2018-11-21 15:41:28,/prod/prod_id_5/?sys=abc123
1009457945.1473988200,10814,desktop,1,organic,2018-11-21 15:41:40,/prod/prod_id_1/
1009457945.1473988200,10814,desktop,1,organic,2018-11-21 15:41:44,/prod/prod_id_9/
1009457945.1473988200,10814,desktop,1,organic,2018-11-21 15:41:53,/prod/prod_id_1/
1009457945.1473988200,10814,desktop,1,organic,2018-11-21 15:42:13,/prod/prod_id_2/
1009457945.1473988200,10814,desktop,1,organic,2018-11-21 15:42:25,/prod/prod_id_2/
1009457945.1473988200,10814,desktop,1,organic,2018-11-21 15:42:49,/prod/prod_id_2/
1009457945.1473988200,10814,desktop,1,organic,2018-11-21 15:42:59,/special/diet/
1009457945.1473988200,10814,desktop,1,organic,2018-11-21 15:43:08,/special/diet/
1009457945.1473988200,10814,desktop,2,organic,2019-05-14 17:19:04,/prod/prod_id_14/
1009457945.1473988200,10814,desktop,2,organic,2019-05-14 17:19:14,/cart/
1009457945.1473988200,10814,desktop,2,organic,2019-05-14 17:19:54,/thank_you/
1009611961.1508817800,,desktop,1,organic,2017-12-26 13:18:50,/prod/prod_id_15/
1009611961.1508817800,,desktop,1,organic,2017-12-26 13:18:55,/prod/prod_id_1/
1009611961.1508817800,,desktop,1,organic,2017-12-26 13:19:52,/prod/prod_id_10/
1009611961.1508817800,11026,desktop,2,social,2018-01-24 14:44:10,/prod/prod_id_1/
1009611961.1508817800,11026,desktop,2,social,2018-01-24 14:45:20,/prod/prod_id_10/
1009611961.1508817800,11026,desktop,2,social,2018-01-24 14:45:25,/prod/prod_id_11/
1009611961.1508817800,11026,desktop,2,social,2018-01-24 14:45:28,/prod/prod_id_15/
1009611961.1508817800,11026,desktop,2,social,2018-01-24 14:45:32,/prod/prod_id_1/
1009611961.1508817800,11026,desktop,2,social,2018-01-24 14:45:59,/prod/prod_id_12/
1009611961.1508817800,11026,desktop,3,organic,2018-02-08 17:33:43,/prod/prod_id_11/
1009611961.1508817800,11026,desktop,4,email,2018-03-01 20:33:48,/prod/prod_id_10/
1009611961.1508817800,11026,desktop,4,email,2018-03-01 20:39:07,/prod/prod_id_1/
1009611961.1508817800,11026,desktop,4,email,2018-03-01 20:39:56,/prod/prod_id_14/
1009611961.1508817800,11026,desktop,4,email,2018-03-01 20:41:00,/prod/prod_id_1/
1009611961.1508817800,11026,desktop,4,email,2018-03-01 20:42:56,/prod/prod_id_1/?sys=abc123
1009611961.1508817800,11026,desktop,4,email,2018-03-01 20:43:06,/prod/prod_id_2/
1009611961.1508817800,11026,desktop,4,email,2018-03-01 20:43:26,/prod/prod_id_4/
1009611961.1508817800,11026,desktop,4,email,2018-03-01 20:45:16,/prod/prod_id_13/
1009611961.1508817800,11026,desktop,4,email,2018-03-01 20:48:56,/prod/prod_id_4/?sys=abc123
1009611961.1508817800,11026,desktop,4,email,2018-03-01 20:49:08,/prod/prod_id_1/
1009611961.1508817800,11026,desktop,4,email,2018-03-01 20:49:23,/prod/prod_id_1/
1009611961.1508817800,11026,desktop,4,email,2018-03-01 20:52:51,/prod/prod_id_13/
1009611961.1508817800,11026,desktop,4,email,2018-03-01 20:55:21,/prod/prod_id_1/
1013071307.1542359300,,desktop,1,organic,2017-08-31 14:18:44,/prod/prod_id_5/
1073071307.1542359300,,desktop,1,organic,2017-12-12 15:26:53,/special/diet/
1073071307.1542359300,,desktop,1,organic,2017-12-12 15:26:54,/prod/prod_id_5/
1100521052.1511506710,,desktop,1,organic,2018-07-13 12:26:20,/prod/prod_id_5/?sys=abc123
1100521053.1511506710,,desktop,1,organic,2018-09-19 19:00:37,/prod/prod_id_2/
1100521054.1511506710,,desktop,1,organic,2018-09-19 19:34:36,/prod/prod_id_12/
1100521055.1511506710,,desktop,1,organic,2019-02-27 16:01:56,/special/diet/
1100521056.1511506710,,desktop,1,organic,2019-03-06 09:50:59,/
1100521057.1511506710,,desktop,1,organic,2019-05-28 15:44:58,/prod/prod_id_2/
1100721072.1454889910,11337,desktop,1,organic,2018-11-15 15:32:30,/prod/prod_id_10/
1100721072.1454889910,11337,desktop,2,organic,2018-12-14 20:03:29,/prod/prod_id_2/
1100721072.1454889910,11337,desktop,3,organic,2018-12-21 11:52:33,/prod/prod_id_2/
1100721072.1454889910,11337,desktop,4,organic,2019-01-09 09:44:46,/prod/prod_id_4/
1100721072.1454889910,11337,desktop,4,organic,2019-01-09 09:45:35,/prod/prod_id_13/
1100721072.1454889910,11337,desktop,5,organic,2019-01-09 10:40:49,/prod/prod_id_4/
1100721072.1454889910,11337,desktop,6,organic,2019-02-04 16:09:56,/prod/prod_id_4/
1101041104.1512719610,11388,desktop,1,email,2017-10-24 13:03:20,/prod/prod_id_10/
1101041104.1512719610,11388,desktop,1,email,2017-10-24 13:03:28,/prod/prod_id_8/
1101041104.1512719610,11388,desktop,2,organic,2017-11-10 19:43:52,/prod/prod_id_4/?sys=abc123
1101041104.1512719610,11388,desktop,3,social,2017-11-28 12:58:34,/prod/prod_id_13/
1101041104.1512719610,11388,desktop,3,social,2017-11-28 12:59:17,/prod/prod_id_15/
1101041104.1512719610,11388,desktop,4,referral,2018-01-17 10:03:40,/prod/prod_id_1/
1101041104.1512719610,11388,desktop,4,referral,2018-01-17 10:04:10,/prod/prod_id_4/?sys=abc123
1101041104.1512719610,11388,desktop,4,referral,2018-01-17 10:04:17,/prod/prod_id_1/
1101041104.1512719610,11388,desktop,4,referral,2018-01-17 10:04:42,/prod/prod_id_5/
1101041104.1512719610,11388,desktop,4,referral,2018-01-17 10:05:18,/cart/
1101041104.1512719610,11388,desktop,5,social,2018-03-12 12:38:27,/prod/prod_id_1/?sys=abc123
1101041104.1512719610,11388,desktop,5,social,2018-03-12 12:42:06,/prod/prod_id_10/?sys=abc123
1101041104.1512719610,11388,desktop,5,social,2018-03-12 12:45:09,/prod/prod_id_11/
1101041104.1512719610,11388,desktop,6,organic,2018-05-18 14:45:13,/prod/prod_id_15/?sys=abc123
1101201120.1487573910,,desktop,1,organic,2017-05-11 12:10:18,/prod/prod_id_6/?sys=abc123
1101201120.1487573910,,desktop,1,organic,2017-05-11 12:11:14,/prod/prod_id_2/?sys=abc123
1101201120.1487573910,,desktop,2,(none),2017-06-20 15:42:53,/prod/prod_id_12/
1101201120.1487573910,,desktop,2,(none),2017-06-20 15:42:59,/prod/prod_id_1/
1101201120.1487573910,11412,desktop,3,organic,2018-03-12 11:28:10,/prod/prod_id_1/
1101201120.1487573910,11412,desktop,4,social,2018-12-04 10:58:45,/prod/prod_id_9/
1101201120.1487573910,11412,desktop,4,social,2018-12-04 11:03:11,/prod/prod_id_1/
1101201120.1487573910,11412,desktop,5,(none),2019-01-08 08:05:28,/prod/prod_id_3/
1101201120.1487573910,11412,desktop,5,(none),2019-01-08 08:05:50,/prod/prod_id_1/
1101201120.1487573910,11412,desktop,6,organic,2019-01-08 16:03:01,/
1101201120.1487573910,11412,desktop,6,organic,2019-01-08 16:03:05,/special/diet/
1101201120.1487573910,11412,desktop,6,organic,2019-01-08 16:03:09,/prod/prod_id_1/
1101201120.1487573910,11412,desktop,6,organic,2019-01-08 16:03:13,/prod/prod_id_3/?sys=abc123
